SBD,Trường,Ngành,Tổ hợp,Năm,Điểm học sinh,Điểm chuẩn trung bình,Điểm chuẩn dự kiến,Chỉ tiêu,q0,Market trend,Xu hướng điểm chuẩn,Xác suất trúng tuyển
3871,IUH,luật kinh tế,C00,2025,22.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.1824
4356,QSC,an toàn thông tin,D01,2025,21.35,24.28,23.78,130.5,145.58,0.87,-1.49,0.0809
10864,YDS,điều dưỡng,A00,2025,25.35,23.02,23.4,92.5,153.48,0.82,-0.61,0.8754
12110,MBS,tâm lý học,C00,2025,22.5,23.8,24.05,133.53,133.53,0.5,-0.0,0.1751
18778,QSX,quản lý giáo dục,C00,2025,19.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0004
3705,DCQ,luật kinh tế,C00,2025,17.5,16.0,16.25,141.53,141.53,0.5,0.0,0.7773
11973,GTS,logistics và quản lý chuỗi cung ứng,A00,2025,22.45,20.0,20.25,119.38,119.38,0.5,0.0,0.9002
14999,QSX,quản lý giáo dục,C00,2025,25.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.1043
3245,NTT,ngôn ngữ trung quốc,C00,2025,13.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.2227
3391,QSB,trí tuệ nhân tạo,A00,2025,19.15,17.2,17.45,169.88,169.88,0.5,0.0,0.8455
2859,HIU,ngôn ngữ trung quốc,C00,2025,15.0,15.0,15.25,126.53,126.53,0.5,-0.0,0.4378
3317,KTA,công nghệ thông tin,A01,2025,26.2,23.8,24.05,132.31,132.31,0.5,-0.0,0.8957
77263,DCQ,luật kinh tế,C00,2025,19.0,16.0,16.25,141.53,141.53,0.5,0.0,0.9399
6608,HVU,thú y,A00,2025,20.35,18.0,18.32,155.5,152.43,0.68,0.0,0.8839
5965,MBS,xã hội học,C00,2025,21.0,18.0,18.25,132.95,132.95,0.5,-0.0,0.9399
816,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,14.5,15.0,15.25,129.42,129.42,0.5,0.0,0.3208
12542,VLU,quan hệ công chúng,C00,2025,20.0,19.0,19.57,110.5,136.37,0.77,0.0,0.6059
9628,NLS,quản lý tài nguyên và môi trường,C00,2025,14.75,15.0,15.25,141.5,129.8,0.68,0.0,0.3775
49096,QST,quản lý tài nguyên và môi trường,A00,2025,19.8,21.5,22.07,100.0,129.8,0.68,0.0,0.0936
11179,UFM,tài chính - ngân hàng,D01,2025,21.25,22.5,22.69,163.5,135.02,0.8,0.0,0.1915
7762,QSC,công nghệ thông tin,D01,2025,11.7,24.3,23.8,101.5,132.31,0.89,-1.68,0.0
5927,QST,công nghệ sinh học,A00,2025,28.1,24.45,25.15,107.5,155.72,0.79,0.0,0.9503
14897,YDS,điều dưỡng,A00,2025,23.15,23.02,23.4,92.5,153.48,0.82,-0.61,0.4378
1386,SGD,sư phạm ngữ văn,C00,2025,7.5,28.11,28.36,139.2,139.2,0.5,0.0,0.0
1641,GTS,kỹ thuật xây dựng,D01,2025,20.65,18.0,17.83,130.67,130.67,0.5,-0.6,0.9437
45477,QSB,kỹ thuật xây dựng,A01,2025,20.85,17.65,17.9,130.67,130.67,0.5,0.0,0.9503
1895,SPK,kỹ thuật môi trường,A00,2025,23.6,22.0,22.62,104.5,145.4,0.68,0.0,0.7271
2344,SGD,sư phạm ngữ văn,C00,2025,9.25,28.11,28.36,139.2,139.2,0.5,0.0,0.0
3589,YDS,điều dưỡng,A00,2025,26.35,23.02,23.4,92.5,153.48,0.82,-0.61,0.9503
11504,LPS,luật kinh tế,C00,2025,18.5,21.0,21.25,141.53,141.53,0.5,0.0,0.0601
78061,HIU,quản lý giáo dục,C00,2025,19.25,16.0,16.25,153.02,153.02,0.5,0.0,0.9526
4732,UFM,tài chính - ngân hàng,A00,2025,23.35,22.5,22.69,163.5,135.02,0.8,0.0,0.6593
8754,NTT,ngôn ngữ trung quốc,C00,2025,17.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.9526
6182,IUH,luật kinh tế,C00,2025,21.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.0601
11520,HSU,kinh doanh quốc tế,A00,2025,16.45,16.0,16.25,117.65,117.65,0.5,0.0,0.5498
532,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
10576,MBS,xã hội học,C00,2025,21.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.9526
12976,VLU,tâm lý học,C00,2025,19.5,16.0,16.56,103.5,133.53,0.68,0.0,0.9498
107416,SPS,tâm lý học,C00,2025,25.75,26.45,26.38,151.5,133.53,0.68,-0.39,0.3475
5985,HVU,thú y,B00,2025,17.2,18.0,18.32,155.5,152.43,0.68,0.0,0.246
20210,QSC,an toàn thông tin,D01,2025,25.3,24.28,23.78,130.5,145.58,0.87,-1.49,0.8205
3058,LPS,luật kinh tế,C00,2025,22.75,21.0,21.25,141.53,141.53,0.5,0.0,0.8176
21367,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,17.25,15.0,15.25,129.42,129.42,0.5,0.0,0.8808
2894,NLS,quản lý tài nguyên và môi trường,C00,2025,13.75,15.0,15.25,141.5,129.8,0.68,0.0,0.1824
1468,QSX,quản lý giáo dục,C00,2025,18.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.0002
1354,NTT,ngôn ngữ trung quốc,C00,2025,14.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.3208
12379,HIU,ngôn ngữ trung quốc,C00,2025,16.0,15.0,15.25,126.53,126.53,0.5,-0.0,0.6792
66904,TYS,điều dưỡng,B00,2025,21.95,23.57,23.82,153.48,153.48,0.5,0.0,0.1335
5068,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.0,15.0,15.25,129.42,129.42,0.5,0.0,0.9399
5851,KTA,công nghệ thông tin,A00,2025,23.35,23.8,24.05,132.31,132.31,0.5,-0.0,0.3318
7879,IUH,luật kinh tế,C00,2025,23.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.3208
10344,QSB,khoa học máy tính,A00,2025,23.35,21.0,21.25,122.69,122.69,0.5,0.0,0.8909
7670,HSU,thiết kế đồ họa,D01,2025,18.35,15.0,15.57,108.5,133.22,0.76,-0.0,0.9416
10344,SPK,công nghệ sinh học,D01,2025,15.8,15.0,15.75,100.0,155.72,0.79,0.0,0.5125
1481,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.75,15.33,15.91,116.5,129.42,0.68,0.2,0.9448
10722,GTS,kỹ thuật xây dựng,D01,2025,19.5,18.0,17.83,130.67,130.67,0.5,-0.6,0.8416
839,LPS,luật kinh tế,C00,2025,22.0,21.0,21.25,141.53,141.53,0.5,0.0,0.6792
11145,UFM,tài chính - ngân hàng,A00,2025,25.65,22.5,22.69,163.5,135.02,0.8,0.0,0.9507
1589,QSC,an toàn thông tin,D01,2025,23.4,24.28,23.78,130.5,145.58,0.87,-1.49,0.4061
81019,IUH,luật kinh tế,C00,2025,22.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.148
2927,NLS,quản lý tài nguyên và môi trường,C00,2025,13.0,15.0,15.25,141.5,129.8,0.68,0.0,0.0953
8700,MBS,tâm lý học,C00,2025,23.0,23.8,24.05,133.53,133.53,0.5,-0.0,0.2592
14877,HVU,thú y,A00,2025,21.55,18.0,18.32,155.5,152.43,0.68,0.0,0.9619
4018,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
32164,SPS,tâm lý học,C00,2025,23.75,26.45,26.38,151.5,133.53,0.68,-0.39,0.0672
9043,DCQ,luật kinh tế,C00,2025,14.25,16.0,16.25,141.53,141.53,0.5,0.0,0.1192
10916,KSA,logistics và quản lý chuỗi cung ứng,C00,2025,21.75,19.0,19.25,119.38,119.38,0.5,0.0,0.9241
7558,NTT,ngôn ngữ trung quốc,C00,2025,17.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.9399
51979,HSU,nghệ thuật,D01,2025,16.8,15.0,15.16,161.5,137.08,0.68,0.0,0.8375
11794,TYS,điều dưỡng,B00,2025,24.45,23.57,23.82,153.48,153.48,0.5,0.0,0.6525
11232,VLU,tâm lý học,C00,2025,19.5,16.0,16.56,103.5,133.53,0.68,0.0,0.9498
17542,KTA,kiến trúc,A01,2025,18.25,21.0,21.25,134.55,134.55,0.5,0.0,0.0474
4726,HIU,ngôn ngữ trung quốc,C00,2025,15.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.5622
7866,SGD,sư phạm ngữ văn,C00,2025,21.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0006
17548,QST,quản lý tài nguyên và môi trường,A00,2025,21.7,21.5,22.07,100.0,129.8,0.68,0.0,0.4085
7382,YDS,điều dưỡng,A00,2025,18.4,23.02,23.4,92.5,153.48,0.82,-0.61,0.0067
11065,DCQ,luật kinh tế,C00,2025,18.75,16.0,16.25,141.53,141.53,0.5,0.0,0.9241
697,LPS,luật kinh tế,C00,2025,21.5,21.0,21.25,141.53,141.53,0.5,0.0,0.5622
28034,GTS,kỹ thuật môi trường,D01,2025,21.95,19.0,19.25,145.4,145.4,0.5,0.0,0.937
13668,MBS,xã hội học,C00,2025,19.42,18.0,18.25,132.95,132.95,0.5,-0.0,0.7631
4601,NLS,quản lý tài nguyên và môi trường,C00,2025,15.25,15.0,15.25,141.5,129.8,0.68,0.0,0.5
13369,NTT,ngôn ngữ trung quốc,C00,2025,14.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.5
1183,QSB,trí tuệ nhân tạo,A00,2025,19.35,17.2,17.45,169.88,169.88,0.5,0.0,0.8699
26019,UFM,tài chính - ngân hàng,D01,2025,20.05,22.5,22.69,163.5,135.02,0.8,0.0,0.0666
6720,SPK,công nghệ sinh học,A01,2025,16.05,15.0,15.75,100.0,155.72,0.79,0.0,0.5744
1088,HIU,ngôn ngữ trung quốc,C00,2025,15.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.5622
386,HVU,thú y,B00,2025,15.75,18.0,18.32,155.5,152.43,0.68,0.0,0.0711
2741,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,17.0,15.0,15.25,129.42,129.42,0.5,0.0,0.852
10321,TYS,điều dưỡng,B00,2025,23.95,23.57,23.82,153.48,153.48,0.5,0.0,0.5325
8230,DCQ,luật kinh tế,C00,2025,19.0,16.0,16.25,141.53,141.53,0.5,0.0,0.9399
5813,KTA,công nghệ thông tin,A01,2025,25.35,23.8,24.05,132.31,132.31,0.5,-0.0,0.7858
7712,SPK,công nghệ vật liệu,A00,2025,16.05,15.4,15.93,96.5,118.52,0.68,0.0,0.53
3933,NLS,quản lý tài nguyên và môi trường,C00,2025,16.0,15.0,15.25,141.5,129.8,0.68,0.0,0.6792
4697,IUH,luật kinh tế,C00,2025,21.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.0601
4242,VLU,luật,C00,2025,12.5,15.0,15.38,135.5,137.77,0.73,-0.0,0.0532
2427,QSX,quản lý giáo dục,C00,2025,11.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
5337,NTT,ngôn ngữ trung quốc,C00,2025,12.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.0953
414,QST,quản lý tài nguyên và môi trường,A00,2025,21.9,21.5,22.07,100.0,129.8,0.68,0.0,0.4576
1869,HSU,kinh doanh quốc tế,A00,2025,15.65,16.0,16.25,117.65,117.65,0.5,0.0,0.3543
78933,HVU,thú y,B00,2025,19.3,18.0,18.32,155.5,152.43,0.68,0.0,0.7271
3051,SGD,sư phạm ngữ văn,C00,2025,25.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0336
10125,MBS,xã hội học,C00,2025,19.0,18.0,18.25,132.95,132.95,0.5,-0.0,0.6792
12330,HSU,nghệ thuật,D01,2025,13.5,15.0,15.16,161.5,137.08,0.68,0.0,0.1598
9751,QSC,an toàn thông tin,D01,2025,25.5,24.28,23.78,130.5,145.58,0.87,-1.49,0.8481
6665,HIU,ngôn ngữ trung quốc,C00,2025,14.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.3208
8503,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,17.25,15.0,15.25,129.42,129.42,0.5,0.0,0.8808
92125,GTS,kỹ thuật môi trường,A01,2025,21.05,19.0,19.25,145.4,145.4,0.5,0.0,0.8581
11704,QSB,trí tuệ nhân tạo,A00,2025,15.45,17.2,17.45,169.88,169.88,0.5,0.0,0.1192
15205,YDS,điều dưỡng,A00,2025,22.45,23.02,23.4,92.5,153.48,0.82,-0.61,0.2789
78519,NLS,quản lý tài nguyên và môi trường,C00,2025,17.75,15.0,15.25,141.5,129.8,0.68,0.0,0.9241
4101,SPK,công nghệ sinh học,D01,2025,13.4,15.0,15.75,100.0,155.72,0.79,0.0,0.0871
10384,GTS,kỹ thuật xây dựng,D01,2025,18.05,18.0,17.83,130.67,130.67,0.5,-0.6,0.5548
37388,UFM,tài chính - ngân hàng,D01,2025,24.45,22.5,22.69,163.5,135.02,0.8,0.0,0.8532
7617,LPS,luật kinh tế,C00,2025,19.25,21.0,21.25,141.53,141.53,0.5,0.0,0.1192
573,QSB,trí tuệ nhân tạo,A00,2025,15.5,17.2,17.45,169.88,169.88,0.5,0.0,0.1246
8492,KTA,kiến trúc,A01,2025,20.8,21.0,21.25,134.55,134.55,0.5,0.0,0.3894
10527,QST,quản lý tài nguyên và môi trường,A00,2025,19.35,21.5,22.07,100.0,129.8,0.68,0.0,0.0618
4060,QSX,quản lý giáo dục,C00,2025,26.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.4013
11214,SPK,công nghệ sinh học,B00,2025,14.15,15.0,15.75,100.0,155.72,0.79,0.0,0.168
26425,HSU,nghệ thuật,D01,2025,18.0,15.0,15.16,161.5,137.08,0.68,0.0,0.9448
13327,QSC,khoa học dữ liệu,D01,2025,23.25,27.5,27.75,135.6,135.6,0.5,-0.0,0.011
173,GTS,kỹ thuật xây dựng,D01,2025,16.0,18.0,17.83,130.67,130.67,0.5,-0.6,0.1382
5200,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
11379,TYS,dược học,B00,2025,22.45,25.51,25.76,139.02,139.02,0.5,0.0,0.0352
10316,MBS,xã hội học,C00,2025,19.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.8176
11536,SGD,sư phạm ngữ văn,C00,2025,11.25,28.11,28.36,139.2,139.2,0.5,0.0,0.0
5417,HSU,nghệ thuật,D01,2025,13.7,15.0,15.16,161.5,137.08,0.68,0.0,0.1885
5282,IUH,luật kinh tế,C00,2025,22.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.148
2081,QSX,quản lý giáo dục,C00,2025,14.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
5200,VLU,quan hệ công chúng,C00,2025,22.25,19.0,19.57,110.5,136.37,0.77,0.0,0.9358
7253,HVU,thú y,B00,2025,17.8,18.0,18.32,155.5,152.43,0.68,0.0,0.3729
13145,QSB,trí tuệ nhân tạo,A00,2025,18.1,17.2,17.45,169.88,169.88,0.5,0.0,0.657
2576,LPS,luật kinh tế,C00,2025,22.5,21.0,21.25,141.53,141.53,0.5,0.0,0.7773
6007,DCQ,luật kinh tế,C00,2025,15.5,16.0,16.25,141.53,141.53,0.5,0.0,0.3208
6234,QST,quản lý tài nguyên và môi trường,A00,2025,20.1,21.5,22.07,100.0,129.8,0.68,0.0,0.1224
70991,YDS,điều dưỡng,A00,2025,24.7,23.02,23.4,92.5,153.48,0.82,-0.61,0.7858
2007,NTT,ngôn ngữ anh,C00,2025,18.0,15.0,15.0,210.0,145.54,0.89,-0.0,0.9526
58343,UFM,tài chính - ngân hàng,A00,2025,22.05,22.5,22.69,163.5,135.02,0.8,0.0,0.3452
5174,GTS,kỹ thuật xây dựng,D01,2025,19.5,18.0,17.83,130.67,130.67,0.5,-0.6,0.8416
2450,HIU,ngôn ngữ trung quốc,C00,2025,14.0,15.0,15.25,126.53,126.53,0.5,-0.0,0.2227
5896,KTA,kiến trúc,A01,2025,21.15,21.0,21.25,134.55,134.55,0.5,0.0,0.475
2893,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.5,15.33,15.91,116.5,129.42,0.68,0.2,0.9302
2542,QSB,khoa học máy tính,D01,2025,19.55,21.0,21.25,122.69,122.69,0.5,0.0,0.1545
1946,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,14.75,15.0,15.25,129.42,129.42,0.5,0.0,0.3775
1947,QSC,an toàn thông tin,D01,2025,26.1,24.28,23.78,130.5,145.58,0.87,-1.49,0.9105
13807,NLS,quản lý tài nguyên và môi trường,C00,2025,13.0,15.0,15.25,141.5,129.8,0.68,0.0,0.0953
4767,DCQ,luật kinh tế,C00,2025,15.0,16.0,16.25,141.53,141.53,0.5,0.0,0.2227
4967,UFM,tài chính - ngân hàng,D01,2025,23.15,22.5,22.69,163.5,135.02,0.8,0.0,0.613
157,TYS,điều dưỡng,B00,2025,22.1,23.57,23.82,153.48,153.48,0.5,0.0,0.1519
8350,SGD,sư phạm ngữ văn,C00,2025,21.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0006
4588,NTT,ngôn ngữ trung quốc,C00,2025,14.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.3775
11097,QSC,công nghệ thông tin,D01,2025,8.9,24.3,23.8,101.5,132.31,0.89,-1.68,0.0
2456,HIU,ngôn ngữ trung quốc,C00,2025,12.75,15.0,15.25,126.53,126.53,0.5,-0.0,0.0759
549,SPS,tâm lý học,C00,2025,18.25,26.45,26.38,151.5,133.53,0.68,-0.39,0.0003
17849,MBS,xã hội học,C00,2025,16.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.1824
14420,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,15.25,15.0,15.25,129.42,129.42,0.5,0.0,0.5
18669,NLS,quản lý tài nguyên và môi trường,C00,2025,12.75,15.0,15.25,141.5,129.8,0.68,0.0,0.0759
31596,SPK,công nghệ sinh học,D01,2025,15.3,15.0,15.75,100.0,155.72,0.79,0.0,0.3894
3979,YDS,dược học,A00,2025,26.55,24.15,24.31,86.5,139.02,0.89,-0.94,0.9038
6228,QSX,quản lý giáo dục,C00,2025,10.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
9023,QST,công nghệ vật liệu,A00,2025,27.1,24.0,24.25,118.52,118.52,0.5,-0.0,0.9453
16420,KTA,công nghệ thông tin,D01,2025,24.95,23.8,24.05,132.31,132.31,0.5,-0.0,0.7109
2287,SGD,sư phạm ngữ văn,C00,2025,21.5,28.11,28.36,139.2,139.2,0.5,0.0,0.001
4168,IUH,luật kinh tế,C00,2025,23.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.3208
13680,HSU,nghệ thuật,D01,2025,14.4,15.0,15.16,161.5,137.08,0.68,0.0,0.3186
3291,LPS,luật kinh tế,C00,2025,20.0,21.0,21.25,141.53,141.53,0.5,0.0,0.2227
33209,NTT,ngôn ngữ trung quốc,C00,2025,11.8,15.0,14.75,202.5,126.53,0.71,-0.0,0.0497
30346,TYS,y khoa,B00,2025,22.8,26.57,26.82,147.72,147.72,0.5,-0.0,0.0176
15743,VLU,luật,C00,2025,18.25,15.0,15.38,135.5,137.77,0.73,-0.0,0.9463
10907,IUH,luật kinh tế,C00,2025,23.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.3775
8122,SPK,công nghệ sinh học,D01,2025,16.5,15.0,15.75,100.0,155.72,0.79,0.0,0.6792
11727,LPS,luật kinh tế,C00,2025,21.5,21.0,21.25,141.53,141.53,0.5,0.0,0.5622
28581,GTS,kỹ thuật xây dựng,D01,2025,15.55,18.0,17.83,130.67,130.67,0.5,-0.6,0.0928
9067,HSU,nghệ thuật,D01,2025,17.65,15.0,15.16,161.5,137.08,0.68,0.0,0.9234
6404,DCQ,luật kinh tế,C00,2025,17.25,16.0,16.25,141.53,141.53,0.5,0.0,0.7311
41433,YDS,điều dưỡng,A00,2025,22.55,23.02,23.4,92.5,153.48,0.82,-0.61,0.2994
6396,HIU,ngôn ngữ trung quốc,C00,2025,13.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.1192
7968,QST,quản lý tài nguyên và môi trường,A00,2025,22.8,21.5,22.07,100.0,129.8,0.68,0.0,0.6748
84434,MBS,xã hội học,C00,2025,17.5,18.0,18.25,132.95,132.95,0.5,-0.0,0.3208
14262,QSC,an toàn thông tin,D01,2025,26.35,24.28,23.78,130.5,145.58,0.87,-1.49,0.9289
25562,QSB,khoa học máy tính,D01,2025,18.5,21.0,21.25,122.69,122.69,0.5,0.0,0.0601
12391,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.25,15.0,15.25,129.42,129.42,0.5,0.0,0.9526
8978,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.75,15.33,15.91,116.5,129.42,0.68,0.2,0.9448
2477,UFM,tài chính - ngân hàng,D01,2025,20.35,22.5,22.69,163.5,135.02,0.8,0.0,0.0879
2426,NLS,quản lý tài nguyên và môi trường,C00,2025,15.25,15.0,15.25,141.5,129.8,0.68,0.0,0.5
4534,YDS,dược học,A01,2025,27.25,24.0,24.82,86.5,139.02,0.89,0.0,0.9191
3934,NTT,ngôn ngữ trung quốc,C00,2025,13.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.148
4198,DCQ,luật kinh tế,C00,2025,17.25,16.0,16.25,141.53,141.53,0.5,0.0,0.7311
2064,SPK,công nghệ sinh học,D01,2025,17.7,15.0,15.75,100.0,155.72,0.79,0.0,0.8754
10177,UFM,tài chính - ngân hàng,D01,2025,20.7,22.5,22.69,163.5,135.02,0.8,0.0,0.1203
35931,KTA,công nghệ thông tin,D01,2025,25.0,23.8,24.05,132.31,132.31,0.5,-0.0,0.7211
9784,YDS,điều dưỡng,A00,2025,25.3,23.02,23.4,92.5,153.48,0.82,-0.61,0.8699
15302,MBS,xã hội học,C00,2025,19.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.7311
10145,GTS,kỹ thuật xây dựng,D01,2025,18.5,18.0,17.83,130.67,130.67,0.5,-0.6,0.6615
16883,KTA,kiến trúc,A01,2025,19.05,21.0,21.25,134.55,134.55,0.5,0.0,0.0998
23950,LPS,luật kinh tế,C00,2025,19.75,21.0,21.25,141.53,141.53,0.5,0.0,0.1824
3285,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
13010,QSX,quản lý giáo dục,C00,2025,28.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.832
1055,QSC,an toàn thông tin,D01,2025,24.1,24.28,23.78,130.5,145.58,0.87,-1.49,0.5793
4128,QSB,khoa học máy tính,D01,2025,20.25,21.0,21.25,122.69,122.69,0.5,0.0,0.2689
6176,HSU,quan hệ công chúng,D01,2025,19.45,17.0,17.22,158.5,136.37,0.77,-0.0,0.9029
14330,QST,quản lý tài nguyên và môi trường,A00,2025,24.9,21.5,22.07,100.0,129.8,0.68,0.0,0.9443
19995,VLU,tâm lý học,C00,2025,19.5,16.0,16.56,103.5,133.53,0.68,0.0,0.9498
7148,UFM,tài chính - ngân hàng,D01,2025,25.05,22.5,22.69,163.5,135.02,0.8,0.0,0.9137
184,HVU,thú y,A00,2025,19.85,18.0,18.32,155.5,152.43,0.68,0.0,0.822
13878,SGD,quản trị kinh doanh,D01,2025,22.25,22.97,23.22,111.56,111.56,0.5,-0.0,0.2749
62989,HVU,thú y,A00,2025,21.1,18.0,18.32,155.5,152.43,0.68,0.0,0.9416
3715,HIU,quan hệ quốc tế,C00,2025,20.5,17.75,18.0,136.9,136.9,0.5,-0.0,0.9241
5304,DCQ,luật kinh tế,C00,2025,18.5,16.0,16.25,141.53,141.53,0.5,0.0,0.9047
10144,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.25,15.0,15.25,129.42,129.42,0.5,0.0,0.9526
84712,KTA,công nghệ thông tin,A01,2025,26.6,23.8,24.05,132.31,132.31,0.5,-0.0,0.9276
6023,HVU,thú y,A00,2025,10.95,18.0,18.32,155.5,152.43,0.68,0.0,0.0006
4764,NLS,quản lý tài nguyên và môi trường,C00,2025,13.5,15.0,15.25,141.5,129.8,0.68,0.0,0.148
3561,MBS,xã hội học,C00,2025,17.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.3775
17378,QSC,công nghệ thông tin,A01,2025,22.0,25.4,25.36,101.5,132.31,0.89,-1.02,0.0336
5771,NTT,ngôn ngữ trung quốc,C00,2025,16.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.852
9565,IUH,luật kinh tế,C00,2025,21.5,23.5,23.75,141.53,141.53,0.5,-0.0,0.0953
16733,HIU,ngôn ngữ trung quốc,C00,2025,13.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.148
4985,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,15.25,15.0,15.25,129.42,129.42,0.5,0.0,0.5
16422,NLS,quản lý tài nguyên và môi trường,C00,2025,15.5,15.0,15.25,141.5,129.8,0.68,0.0,0.5622
4646,SPS,tâm lý học,C00,2025,17.75,26.45,26.38,151.5,133.53,0.68,-0.39,0.0002
7726,NTT,ngôn ngữ trung quốc,C00,2025,11.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.0474
6557,QSX,quản lý giáo dục,C00,2025,18.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0001
489,YDS,dược học,A01,2025,9.95,24.0,24.82,86.5,139.02,0.89,0.0,0.0
6415,LPS,luật kinh tế,C00,2025,18.75,21.0,21.25,141.53,141.53,0.5,0.0,0.0759
591,QST,quản lý tài nguyên và môi trường,A00,2025,22.5,21.5,22.07,100.0,129.8,0.68,0.0,0.6059
6101,IUH,luật kinh tế,C00,2025,21.5,23.5,23.75,141.53,141.53,0.5,-0.0,0.0953
82905,HVU,thú y,A00,2025,20.65,18.0,18.32,155.5,152.43,0.68,0.0,0.9113
21328,SGD,sư phạm ngữ văn,C00,2025,11.5,28.11,28.36,139.2,139.2,0.5,0.0,0.0
7318,SPK,công nghệ sinh học,D01,2025,24.05,15.0,15.75,100.0,155.72,0.79,0.0,0.9998
10626,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.5,15.33,15.91,116.5,129.42,0.68,0.2,0.9302
2268,SPS,tâm lý học,C00,2025,21.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0075
4398,DCQ,luật kinh tế,C00,2025,17.75,16.0,16.25,141.53,141.53,0.5,0.0,0.8176
5170,MBS,xã hội học,C00,2025,17.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.2689
1238,GTS,kỹ thuật xây dựng,D01,2025,10.2,18.0,17.83,130.67,130.67,0.5,-0.6,0.0005
675,HIU,ngôn ngữ trung quốc,C00,2025,13.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.148
12936,LPS,luật kinh tế,C00,2025,18.75,21.0,21.25,141.53,141.53,0.5,0.0,0.0759
85,QST,quản lý tài nguyên và môi trường,A01,2025,24.55,21.5,22.07,100.0,129.8,0.68,0.0,0.9227
11344,DCQ,luật kinh tế,C00,2025,19.0,16.0,16.25,141.53,141.53,0.5,0.0,0.9399
5306,VLU,quản trị dịch vụ du lịch và lữ hành,C00,2025,18.75,15.33,15.91,116.5,129.42,0.68,0.2,0.9448
5448,QSX,quản lý giáo dục,C00,2025,25.5,26.9,27.15,153.02,153.02,0.5,-0.0,0.1611
12226,HSU,nghệ thuật,D01,2025,15.4,15.0,15.16,161.5,137.08,0.68,0.0,0.5597
1569,MBS,xã hội học,C00,2025,19.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.8176
