Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Mã trường
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.22,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.22,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.22,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,25.61,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,25.61,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,25.61,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.4,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.4,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.4,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.3,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.3,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,26.3,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,24.5,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,24.5,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,24.5,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,D01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A01,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,B00,2024,,KSA
toán kinh tế,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,27.3,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,27.3,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,27.3,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,17.5,A00,2024,Cơ sở Nam Định,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,17.5,A01,2024,Cơ sở Nam Định,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,17.5,D01,2024,Cơ sở Nam Định,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,23.2,A00,2024,Cơ sở Hà Nội,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,23.2,A01,2024,Cơ sở Hà Nội,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,23.2,D01,2024,Cơ sở Hà Nội,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,26.17,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,26.17,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,26.17,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.2,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.2,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.2,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.41,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.41,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.41,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.6,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.6,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,25.6,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,26.03,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,26.03,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,26.03,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,17.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,14.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,14.0,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,14.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,16.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,16.0,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,16.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A00,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,A01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,18.0,D01,2024,,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,20.0,A00,2024,CT dạy và học bằng Tiếng Anh,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,20.0,A01,2024,CT dạy và học bằng Tiếng Anh,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,20.0,D01,2024,CT dạy và học bằng Tiếng Anh,KSA
tài chính - ngân hàng,Cao,KSA - Đại học Kinh tế TP.HCM,15.0,B00,2024,,KSA
kiến trúc,Cao,KTA - Đại học Kiến trúc TP.HCM,21.0,A01,2024,,KTA
thiết kế nội thất,Cao,KTA - Đại học Kiến trúc TP.HCM,21.0,A01,2024,,KTA
luật,Cao,LPS - Đại học Luật TP.HCM,26.0,A01,2024,Đào tạo tại Hà Nội,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,26.0,D01,2024,Đào tạo tại Hà Nội,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,24.5,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.4,D01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,26.5,A00,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,26.5,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,26.5,D01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.8,A00,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.8,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.8,D01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.25,A00,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.25,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.25,D01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.24,A00,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.24,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,25.24,D01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,24.17,A00,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,23.37,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,23.87,D01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,26.1,A01,2024,,LPS
luật,Cao,LPS - Đại học Luật TP.HCM,26.1,D01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.25,D01,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,22.85,A01,2024,Đào tạo tại Phân hiệu Đắk Lắk,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,22.85,C00,2024,Đào tạo tại Phân hiệu Đắk Lắk,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.15,A00,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,22.85,D01,2024,Đào tạo tại Phân hiệu Đắk Lắk,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.15,A01,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,28.15,C00,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,22.85,A00,2024,Đào tạo tại Phân hiệu Đắk Lắk,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.9,D01,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.9,A00,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.9,A01,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,28.85,C00,2024,Đào tạo tại Hà Nội,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,24.5,A01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,25.4,D01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,28.36,C00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.07,A00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.07,A01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.07,D01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.09,A00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.09,A01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,26.09,D01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,25.25,A00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,25.25,A01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,25.25,D01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,27.27,C00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,24.27,D01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,24.57,A00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,23.77,A01,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,21.0,A00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,21.0,C00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,21.0,A00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,21.0,C00,2024,,LPS
luật kinh tế,Cao,LPS - Đại học Luật TP.HCM,21.0,D01,2024,,LPS
bảo hiểm,Thấp,MBS - Đại học Mở TP.HCM,20.5,A00,2024,,MBS
bảo hiểm,Thấp,MBS - Đại học Mở TP.HCM,20.5,A01,2024,,MBS
bảo hiểm,Thấp,MBS - Đại học Mở TP.HCM,20.5,D01,2024,,MBS
bảo hiểm,Thấp,MBS - Đại học Mở TP.HCM,16.0,A00,2024,,MBS
bảo hiểm,Thấp,MBS - Đại học Mở TP.HCM,16.0,A01,2024,,MBS
bảo hiểm,Thấp,MBS - Đại học Mở TP.HCM,16.0,D01,2024,,MBS
digital marketing,Thấp,MBS - Đại học Mở TP.HCM,24.5,A00,2024,,MBS
digital marketing,Thấp,MBS - Đại học Mở TP.HCM,24.5,A01,2024,,MBS
digital marketing,Thấp,MBS - Đại học Mở TP.HCM,24.5,D01,2024,,MBS
khoa học dữ liệu,Thấp,MBS - Đại học Mở TP.HCM,20.0,A00,2024,,MBS
khoa học dữ liệu,Thấp,MBS - Đại học Mở TP.HCM,20.0,A01,2024,,MBS
khoa học dữ liệu,Thấp,MBS - Đại học Mở TP.HCM,20.0,D01,2024,,MBS
kiểm toán,Thấp,MBS - Đại học Mở TP.HCM,20.0,A00,2024,,MBS
kiểm toán,Thấp,MBS - Đại học Mở TP.HCM,20.0,A01,2024,,MBS
kiểm toán,Thấp,MBS - Đại học Mở TP.HCM,20.0,D01,2024,,MBS
kiểm toán,Thấp,MBS - Đại học Mở TP.HCM,18.0,A01,2024,,MBS
kiểm toán,Thấp,MBS - Đại học Mở TP.HCM,18.0,D01,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,23.75,A00,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,23.75,A01,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,23.75,D01,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,21.0,A00,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,21.0,A01,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,21.0,D01,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,18.0,A01,2024,,MBS
kế toán,Thấp,MBS - Đại học Mở TP.HCM,18.0,D01,2024,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Đại học Mở TP.HCM,23.5,A00,2024,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Đại học Mở TP.HCM,23.5,A01,2024,,MBS
logistics và quản lý chuỗi cung ứng,Thấp,MBS - Đại học Mở TP.HCM,23.5,D01,2024,,MBS
ngôn ngữ anh,Thấp,MBS - Đại học Mở TP.HCM,24.2,A01,2024,,MBS
ngôn ngữ anh,Thấp,MBS - Đại học Mở TP.HCM,24.2,D01,2024,,MBS
ngôn ngữ anh,Thấp,MBS - Đại học Mở TP.HCM,20.0,A01,2024,,MBS
ngôn ngữ anh,Thấp,MBS - Đại học Mở TP.HCM,20.0,D01,2024,,MBS
quản trị kinh doanh,Thấp,MBS - Đại học Mở TP.HCM,20.0,A01,2024,,MBS
quản trị kinh doanh,Thấp,MBS - Đại học Mở TP.HCM,20.0,D01,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,23.52,A00,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,23.52,A01,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,23.52,D01,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,20.75,A00,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,20.75,A01,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,20.75,D01,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,23.75,A00,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,23.75,A01,2024,,MBS
quản trị kinh doanh quốc tế,Thấp,MBS - Đại học Mở TP.HCM,23.75,D01,2024,,MBS
quản trị nhân lực,Thấp,MBS - Đại học Mở TP.HCM,24.0,A00,2024,,MBS
quản trị nhân lực,Thấp,MBS - Đại học Mở TP.HCM,24.0,D01,2024,,MBS
quản trị nhân lực,Thấp,MBS - Đại học Mở TP.HCM,24.0,A01,2024,,MBS
toán kinh tế,Thấp,MBS - Đại học Mở TP.HCM,20.0,A00,2024,,MBS
toán kinh tế,Thấp,MBS - Đại học Mở TP.HCM,20.0,A01,2024,,MBS
toán kinh tế,Thấp,MBS - Đại học Mở TP.HCM,20.0,D01,2024,,MBS
tài chính - ngân hàng,Thấp,MBS - Đại học Mở TP.HCM,23.48,A00,2024,,MBS
tài chính - ngân hàng,Thấp,MBS - Đại học Mở TP.HCM,23.48,A01,2024,,MBS
tài chính - ngân hàng,Thấp,MBS - Đại học Mở TP.HCM,23.48,D01,2024,,MBS
tài chính - ngân hàng,Thấp,MBS - Đại học Mở TP.HCM,23.2,A00,2024,,MBS
tài chính - ngân hàng,Thấp,MBS - Đại học Mở TP.HCM,23.2,A01,2024,,MBS
tài chính - ngân hàng,Thấp,MBS - Đại học Mở TP.HCM,23.2,D01,2024,,MBS
công nghệ kỹ thuật ô tô,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
công nghệ kỹ thuật ô tô,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
công nghệ kỹ thuật ô tô,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
công nghệ sinh học,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
công nghệ sinh học,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,B00,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
công nghệ thông tin,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,B00,2024,,NTT
dược học,Thấp,NTT - Đại học Nguyễn Tất Thành,21.0,A00,2024,,NTT
dược học,Thấp,NTT - Đại học Nguyễn Tất Thành,21.0,A01,2024,,NTT
dược học,Thấp,NTT - Đại học Nguyễn Tất Thành,21.0,B00,2024,,NTT
hóa học,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
hóa học,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,B00,2024,,NTT
khoa học dữ liệu,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
khoa học dữ liệu,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
khoa học dữ liệu,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
kiến trúc,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
kế toán,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
kế toán,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
kế toán,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
kỹ thuật phần mềm,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
kỹ thuật phần mềm,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
kỹ thuật phần mềm,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
kỹ thuật xây dựng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
kỹ thuật xây dựng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
kỹ thuật xây dựng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
kỹ thuật xây dựng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
kỹ thuật xây dựng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
kỹ thuật xây dựng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
luật kinh tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
marketing,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
ngôn ngữ anh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
ngôn ngữ anh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
ngôn ngữ trung quốc,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
ngôn ngữ trung quốc,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quan hệ công chúng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quan hệ công chúng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
quan hệ công chúng,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quan hệ quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quan hệ quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản lý bệnh viện,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,B00,2024,,NTT
quản lý bệnh viện,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
quản lý bệnh viện,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản lý tài nguyên và môi trường,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản lý tài nguyên và môi trường,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,B00,2024,,NTT
quản trị dịch vụ du lịch và lữ hành,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
quản trị dịch vụ du lịch và lữ hành,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị khách sạn,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
quản trị khách sạn,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,C00,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quản trị kinh doanh,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị kinh doanh quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản trị kinh doanh quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quản trị kinh doanh quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị kinh doanh quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản trị kinh doanh quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quản trị kinh doanh quốc tế,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
quản trị nhân lực,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
quản trị nhân lực,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
quản trị nhân lực,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
răng - hàm - mặt,Thấp,NTT - Đại học Nguyễn Tất Thành,22.5,A00,2024,,NTT
răng - hàm - mặt,Thấp,NTT - Đại học Nguyễn Tất Thành,22.5,A01,2024,,NTT
răng - hàm - mặt,Thấp,NTT - Đại học Nguyễn Tất Thành,22.5,B00,2024,,NTT
thiết kế nội thất,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
thiết kế thời trang,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A00,2024,,NTT
thiết kế thời trang,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,A01,2024,,NTT
thiết kế thời trang,Thấp,NTT - Đại học Nguyễn Tất Thành,15.0,D01,2024,,NTT
