StudentID,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,Interests,Tohopthi,Major_1,Score_1,Subject_Group_1,Major_2,Score_2,Subject_Group_2,Major_3,Score_3,Subject_Group_3
S08677,7.6,7.5,,,,7.75,6.75,8.0,5.2,"Văn hóa,Đọc sách,Phân tích dữ liệu",XH,ngôn ngữ anh,0.594,D09,an toàn thông tin,0.558,C14,kỹ thuật phần mềm,0.558,C14
S08678,8.2,9.0,,,,8.75,7.5,7.25,7.8,"Phân tích dữ liệu,Dạy học,Truyền thông",XH,digital marketing,0.683,D01,khoa học dữ liệu và trí tuệ nhân tạo,0.593,D01,an toàn thông tin,0.583,D01
S08679,8.2,5.0,7.0,6.5,7.25,,,,,"Xây dựng,Phân tích dữ liệu,Thống kê",GDTXTN,khoa học dữ liệu và trí tuệ nhân tạo,0.649,A00,khoa học dữ liệu,0.639,A00,kế toán,0.613,B00
S08680,7.6,6.0,6.75,6.5,4.5,,,,4.0,"Nông nghiệp,Nghiên cứu,Giúp đỡ người khác",TN,y khoa,0.618,A00,nông nghiệp,0.588,A00,tâm lý học,0.588,B00
S08681,3.8,7.25,,,,7.0,7.5,8.5,5.4,"Luật pháp,Tài chính,Tự động hóa",XH,luật kinh tế,0.53,C20,tài chính - ngân hàng,0.487,A08,kế toán,0.484,A09
S08682,7.8,8.5,,,,8.5,9.0,9.25,7.0,"Văn học,Thể thao,Lãnh đạo",XH,quản lý bệnh viện,0.551,D01,quản lý giáo dục,0.551,C14,quản trị kinh doanh,0.541,D01
S08683,4.4,8.0,,,,4.25,5.5,6.25,2.8,"Quản lý,Ẩm thực,Truyền thông",XH,quản lý tài nguyên và môi trường,0.503,C20,quản trị kinh doanh quốc tế,0.493,C20,quản trị dịch vụ du lịch và lữ hành,0.467,D66
S08684,2.8,7.0,,,,4.0,5.75,7.0,3.8,"Nghệ thuật,Luật pháp,Thiết kế",XH,công nghệ kỹ thuật ô tô,0.437,C04,quản lý tài nguyên và môi trường,0.303,C20,quản trị kinh doanh quốc tế,0.293,C20
S08685,6.8,7.75,,,,7.5,8.25,9.75,4.4,"Kinh doanh,Văn hóa,Khoa học",XH,quản trị kinh doanh quốc tế,0.673,C20,quản lý tài nguyên và môi trường,0.583,C20,tâm lý học,0.583,C20
S08686,4.6,8.0,,,,5.5,6.5,9.0,5.8,"Văn học,Ẩm thực,Nghệ thuật",XH,công nghệ thực phẩm,0.485,D01,thiết kế đồ họa,0.477,D14,thiết kế nội thất,0.477,D14
S08687,8.2,7.25,8.5,7.25,8.25,,,,5.4,"Điện tử,Toán học,Động vật",TN,kỹ thuật điện - điện tử,0.659,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.579,A00,thú y,0.573,A02
S08688,6.2,8.75,,,,9.25,8.25,8.75,5.4,"Truyền thông,Quản lý,Nghệ thuật",XH,nghệ thuật,0.622,D14,quản lý tài nguyên và môi trường,0.583,C20,quản trị kinh doanh quốc tế,0.573,C20
S08689,7.2,6.75,,,,6.25,6.75,8.0,5.8,"Dịch vụ khách hàng,Tài chính,Nông nghiệp",XH,bảo hiểm,0.583,D01,quản trị dịch vụ du lịch và lữ hành,0.52,D84,tài chính - ngân hàng,0.516,A08
S08690,5.0,6.75,,,,4.75,5.0,5.75,2.6,"Giao tiếp,Đọc sách,Cơ khí",XH,quản trị kinh doanh quốc tế,0.463,C20,công nghệ kỹ thuật ô tô,0.453,C04,quản lý tài nguyên và môi trường,0.273,C20
S08691,7.4,7.5,6.75,5.25,5.5,,,,5.4,"Bảo mật thông tin,Hóa học,Ngoại ngữ",TN,an toàn thông tin,0.521,D01,công nghệ sinh học,0.512,B03,quản trị khách sạn,0.511,D01
S08692,4.4,5.25,,,,5.25,4.75,7.25,5.0,"Dạy học,Môi trường,Công nghệ",XH,quản lý tài nguyên và môi trường,0.47,C20,kỹ thuật xây dựng,0.462,D84,digital marketing,0.445,D01
S08693,8.2,6.5,7.75,8.25,7.5,,,,8.2,"Xây dựng,Toán học,Du lịch",TN,kỹ thuật xây dựng,0.669,D07,kiến trúc,0.652,A01,khoa học dữ liệu và trí tuệ nhân tạo,0.583,A00
S08694,7.8,8.5,,,,6.75,7.0,8.5,7.8,"Sáng tạo,Giúp đỡ người khác,Nghệ thuật",XH,kiến trúc,0.651,D01,thiết kế đồ họa,0.641,D01,thiết kế nội thất,0.641,D01
S08695,4.8,7.75,,,,5.75,7.75,9.25,6.4,"Thiết kế,Ẩm thực,Hóa học",XH,công nghệ thực phẩm,0.593,D01,kỹ thuật xây dựng,0.513,D84,công nghệ sinh học,0.511,C04
S08696,6.8,9.0,,,,7.5,9.5,9.75,6.2,"Văn học,Thiết kế,Thể thao",XH,thiết kế thời trang,0.613,D14,công nghệ kỹ thuật ô tô,0.567,C04,kỹ thuật xây dựng,0.543,D84
S08697,8.2,8.5,,,,9.0,9.25,9.25,8.0,"Toán học,Giao tiếp,Văn học",XH,ngôn ngữ pháp,0.639,D01,tâm lý học,0.6,C20,khoa học máy tính,0.596,C14
S08698,7.0,7.0,7.0,6.25,5.5,,,,5.0,"Thiên nhiên,Xây dựng,Ẩm thực",TN,quản lý đất đai,0.59,A00,kỹ thuật môi trường,0.51,A00,kỹ thuật xây dựng,0.51,A00
S08699,7.0,7.5,,,,8.5,8.25,8.75,5.8,"Trò chơi điện tử,Giúp đỡ người khác,Giao tiếp",XH,tâm lý học,0.667,C20,quản trị nhân lực,0.621,D14,công nghệ thông tin,0.56,C14
S08700,7.4,8.5,6.0,8.25,6.25,,,,6.0,"Khoa học,Động vật,Sáng tạo",TN,công nghệ thực phẩm,0.647,C08,thú y,0.632,B00,kỹ thuật phần mềm,0.542,D01
S08701,3.4,4.0,,,,5.75,7.25,7.25,2.8,"Kinh doanh,Giáo dục,Truyền thông",XH,quản trị kinh doanh quốc tế,0.477,C20,tài chính - ngân hàng,0.449,A08,quản lý tài nguyên và môi trường,0.287,C20
S08702,7.0,7.5,6.0,4.75,4.5,,,,4.6,"Lập trình,Bảo mật thông tin,Giúp đỡ người khác",TN,tự động hóa,0.505,D01,kỹ thuật phần mềm,0.505,D01,công nghệ thông tin,0.505,D01
S08703,3.8,8.25,,,,6.0,7.25,8.25,3.8,"Thiết kế,Tài chính,Sáng tạo",XH,thiết kế đồ họa,0.561,D14,thiết kế nội thất,0.561,D14,thiết kế thời trang,0.551,D14
S08704,5.2,6.5,,,,7.0,7.25,7.0,3.4,"Quảng cáo,Luật pháp,Máy tính",XH,digital marketing,0.503,C04,công nghệ thông tin,0.499,C14,quan hệ công chúng,0.455,D14
S08705,5.8,8.5,,,,5.75,5.25,7.75,5.0,"Truyền thông,Dịch vụ khách hàng,Giúp đỡ người khác",XH,quản trị dịch vụ du lịch và lữ hành,0.523,D66,digital marketing,0.511,C04,marketing,0.497,D01
S08706,7.8,8.0,7.25,8.5,4.75,,,,,"Cơ khí,Chăm sóc sức khỏe,Sáng tạo",GDTXTN,răng - hàm - mặt,0.654,A00,tự động hóa,0.564,A00,kỹ thuật phần mềm,0.564,A00
S08707,7.6,7.75,8.0,7.0,6.5,,,,8.0,"Chăm sóc sức khỏe,Du lịch,Thể thao",TN,răng - hàm - mặt,0.555,A01,thú y,0.555,A01,quản trị khách sạn,0.555,A01
S08708,7.0,7.5,5.25,6.75,6.25,,,,9.0,"Máy tính,Giao tiếp,Bảo mật thông tin",TN,an toàn thông tin,0.663,D01,kỹ thuật phần mềm,0.563,D01,logistics và quản lý chuỗi cung ứng,0.563,D01
S08709,6.2,6.75,,,,8.0,8.75,8.0,5.2,"Luật pháp,Du lịch,Công nghệ",XH,digital marketing,0.539,C04,luật kinh tế,0.533,C20,an toàn thông tin,0.529,C14
S08710,8.2,8.5,7.5,6.75,7.25,,,,8.2,"Phân tích dữ liệu,Ngoại ngữ,Truyền thông",TN,digital marketing,0.682,D01,ngôn ngữ hàn quốc,0.642,D01,khoa học dữ liệu và trí tuệ nhân tạo,0.592,D01
S08711,7.6,7.0,7.75,7.75,7.0,,,,10.0,"Du lịch,Cơ khí,Khoa học",TN,tự động hóa,0.588,A01,thú y,0.578,D07,quản trị khách sạn,0.578,A01
S08712,5.4,6.25,,,,7.25,8.5,8.5,5.8,"Tài chính,Văn hóa,Dạy học",XH,quản trị kinh doanh quốc tế,0.54,C20,kế toán,0.519,A09,quản trị dịch vụ du lịch và lữ hành,0.514,D15
S08713,8.6,9.25,7.75,8.75,7.25,,,,5.2,"Phân tích dữ liệu,Nghiên cứu,Văn học",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.695,A00,an toàn thông tin,0.685,A00,khoa học dữ liệu,0.685,A00
S08714,7.0,8.75,,,,8.25,8.0,8.75,5.4,"Văn hóa,Truyền thông,Đọc sách",XH,ngôn ngữ anh,0.619,D14,ngôn ngữ hàn quốc,0.615,D66,nghệ thuật,0.609,D14
S08715,8.0,9.5,,,,6.25,8.25,7.5,4.8,"Văn hóa,Văn học,Dạy học",XH,quản trị dịch vụ du lịch và lữ hành,0.583,C04,quản trị kinh doanh quốc tế,0.573,C04,quan hệ quốc tế,0.521,D15
S08716,6.0,8.0,4.25,6.5,9.25,,,,6.0,"Sáng tạo,Bảo mật thông tin,Môi trường",TN,công nghệ thực phẩm,0.557,C08,công nghệ sinh học,0.55,B03,digital marketing,0.54,B00
S08717,9.0,8.0,4.75,8.75,8.0,,,,6.6,"Kỹ thuật,Sáng tạo,Máy tính",TN,kỹ thuật phần mềm,0.675,D07,thiết kế đồ họa,0.635,D01,công nghệ thông tin,0.593,B00
S08718,6.4,8.25,,,,9.75,9.25,9.25,,"Văn học,Lãnh đạo,Quảng cáo",GDTXXH,digital marketing,0.569,C04,marketing,0.559,C04,quan hệ công chúng,0.47,D14
S08719,6.6,7.25,5.25,5.0,5.0,,,,4.8,"Xây dựng,Thống kê,Lãnh đạo",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.509,D01,khoa học dữ liệu,0.499,D01,quản lý bệnh viện,0.491,B03
S08720,6.6,9.5,5.5,6.25,6.5,,,,6.2,"Thống kê,Truyền thông,Bảo mật thông tin",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.557,D01,an toàn thông tin,0.547,D01,khoa học dữ liệu,0.547,D01
S08721,7.6,8.75,,,,9.5,9.0,9.75,5.0,"Truyền thông,Quảng cáo,Thể thao",XH,digital marketing,0.688,C04,marketing,0.678,C04,quan hệ công chúng,0.64,D14
S08722,6.6,8.25,,,,6.25,9.75,9.25,8.6,"Đọc sách,Du lịch,Truyền thông",XH,ngôn ngữ anh,0.675,D15,ngôn ngữ hàn quốc,0.658,D66,quản trị khách sạn,0.595,D15
S08723,5.6,7.0,,,,4.5,2.75,5.0,3.4,"Luật pháp,Kinh doanh,Chăm sóc sức khỏe",XH,luật kinh tế,0.533,D01,marketing,0.453,D01,thú y,0.453,D01
S08724,8.2,8.5,,,,6.25,7.25,8.75,7.4,"Quảng cáo,Quản lý,Văn học",XH,logistics và quản lý chuỗi cung ứng,0.571,D01,digital marketing,0.571,D01,quản trị dịch vụ du lịch và lữ hành,0.569,D66
S08725,6.0,7.0,,,,6.5,7.75,8.75,7.8,"Đọc sách,Giao tiếp,Thể thao",XH,ngôn ngữ anh,0.621,D15,quản trị kinh doanh quốc tế,0.543,C20,quản trị khách sạn,0.541,D15
S08726,8.0,7.5,7.0,3.75,5.5,,,,8.6,"Nghiên cứu,Y học,Giao tiếp",TN,thú y,0.661,D01,quản lý bệnh viện,0.661,D01,tâm lý học,0.661,D01
S08727,5.0,8.75,,,,6.5,8.25,8.5,4.2,"Dạy học,Văn học,Ngoại ngữ",XH,quản trị kinh doanh quốc tế,0.57,C20,quản trị dịch vụ du lịch và lữ hành,0.533,C04,quản trị khách sạn,0.523,D15
S08728,8.2,6.75,6.25,7.0,6.25,,,,7.0,"Kỹ thuật,Nông nghiệp,Trò chơi điện tử",TN,công nghệ thông tin,0.546,D07,kỹ thuật môi trường,0.536,D07,kỹ thuật điện - điện tử,0.536,D07
S08729,8.4,9.5,7.75,9.25,6.5,,,,8.4,"Cơ khí,Kỹ thuật,Văn học",TN,công nghệ kỹ thuật ô tô,0.681,D01,tự động hóa,0.601,D01,kỹ thuật môi trường,0.591,D01
S08730,7.4,6.92,7.75,6.75,5.25,,,,8.4,"Hóa học,Du lịch,Động vật",TN,thú y,0.554,A01,quản trị khách sạn,0.554,A01,quản trị dịch vụ du lịch và lữ hành,0.554,A01
S08731,4.6,7.0,,,,7.75,6.75,9.25,4.0,"Văn hóa,Thể thao,Cơ khí",XH,thiết kế thời trang,0.56,D14,quản trị kinh doanh quốc tế,0.537,C20,quản trị dịch vụ du lịch và lữ hành,0.51,D66
S08732,6.6,8.5,,,,8.0,8.0,7.0,2.8,"Chính trị,Ẩm thực,Truyền thông",XH,digital marketing,0.558,C04,marketing,0.548,C04,quan hệ công chúng,0.487,D14
S08733,8.0,9.0,,,,8.25,9.0,8.5,8.4,"Phân tích dữ liệu,Luật pháp,Ngoại ngữ",XH,luật kinh tế,0.673,C20,luật,0.659,D01,khoa học dữ liệu và trí tuệ nhân tạo,0.599,D01
S08734,5.6,7.75,,,,5.25,6.5,8.5,5.0,"Thiết kế,Văn hóa,Giáo dục",XH,thiết kế thời trang,0.555,D01,nghệ thuật,0.555,D01,quản trị kinh doanh quốc tế,0.533,C20
S08735,8.4,7.0,6.25,5.5,7.75,,,,6.0,"Chăm sóc sức khỏe,Nông nghiệp,Phân tích dữ liệu",TN,quản lý bệnh viện,0.549,B03,tâm lý học,0.549,B03,khoa học dữ liệu và trí tuệ nhân tạo,0.545,D01
S08736,6.8,5.75,,,,7.0,8.0,8.0,4.4,"Quảng cáo,Chính trị,Khoa học",XH,quản lý tài nguyên và môi trường,0.53,C20,digital marketing,0.524,C04,marketing,0.514,C04
S08737,8.2,8.75,,,,6.0,6.25,8.75,8.6,"Giao tiếp,Ẩm thực,Sáng tạo",XH,marketing,0.681,D01,công nghệ thực phẩm,0.681,D01,quan hệ công chúng,0.671,D01
S08738,5.6,6.75,,,,6.5,8.5,8.75,3.0,"Dạy học,Văn học,Lãnh đạo",XH,quản lý bệnh viện,0.445,D01,quản trị kinh doanh,0.435,D01,quản lý tài nguyên và môi trường,0.36,C20
S08739,6.0,7.42,,,,7.0,7.0,9.0,5.0,"Du lịch,Kinh doanh,Thể thao",XH,quản trị kinh doanh quốc tế,0.542,C20,luật kinh tế,0.532,C20,quản trị dịch vụ du lịch và lữ hành,0.526,D66
S08740,7.4,6.0,6.0,4.75,7.0,,,,5.6,"Hóa học,Cơ khí,Xây dựng",TN,công nghệ sinh học,0.512,A02,kỹ thuật xây dựng,0.512,A02,công nghệ thực phẩm,0.507,D08
S08741,4.8,6.0,,,,5.5,7.25,7.5,5.0,"Đọc sách,Lãnh đạo,Máy tính",XH,ngôn ngữ anh,0.463,D15,kỹ thuật phần mềm,0.461,D01,công nghệ thông tin,0.461,D01
S08742,7.6,7.75,4.25,3.25,6.25,,,,5.4,"Khoa học,Bảo mật thông tin,Thống kê",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.537,D01,công nghệ sinh học,0.528,B03,tâm lý học,0.528,B03
S08743,4.0,8.0,2.5,3.75,4.75,,,,3.2,"Cơ khí,Sáng tạo,Thiên nhiên",TN,công nghệ thực phẩm,0.46,C08,kỹ thuật phần mềm,0.453,D01,digital marketing,0.453,D01
S08744,8.2,6.5,5.75,6.0,6.0,,,,7.0,"Khoa học,Toán học,Thiên nhiên",TN,kỹ thuật môi trường,0.629,D01,quản lý tài nguyên và môi trường,0.629,D01,nông nghiệp,0.599,D01
S08745,7.0,5.75,7.75,7.75,6.0,,,,6.2,"Nông nghiệp,Cơ khí,Kinh doanh",TN,tự động hóa,0.55,A00,logistics và quản lý chuỗi cung ứng,0.55,A00,marketing,0.54,A00
S08746,8.0,9.0,,,,6.5,8.75,8.25,8.0,"Kỹ thuật,Văn hóa,Giao tiếp",XH,quản trị kinh doanh quốc tế,0.677,C20,quan hệ quốc tế,0.663,D15,ngôn ngữ anh,0.663,D15
S08747,7.6,8.75,,,,7.5,9.75,9.25,6.0,"Thiết kế,Tài chính,Văn học",XH,công nghệ kỹ thuật ô tô,0.578,C04,tài chính - ngân hàng,0.578,C04,kế toán,0.575,A09
S08748,6.8,6.0,5.5,4.75,6.0,,,,8.4,"Du lịch,Thống kê,Thiên nhiên",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.543,D01,khoa học dữ liệu,0.533,D01,quản trị khách sạn,0.523,D01
S08749,7.4,7.25,,,,6.75,6.75,6.5,4.8,"Thể thao,Văn hóa,Giúp đỡ người khác",XH,thiết kế thời trang,0.569,D01,quản trị dịch vụ du lịch và lữ hành,0.525,C04,quản trị kinh doanh quốc tế,0.515,C04
S08750,6.0,7.75,6.0,4.25,7.25,,,,5.6,"Hóa học,Chăm sóc sức khỏe,Thiên nhiên",TN,công nghệ sinh học,0.52,B03,quản lý bệnh viện,0.52,B03,thú y,0.498,D01
S08751,7.8,9.0,,,,5.5,8.0,7.5,4.8,"Truyền thông,Thiết kế,Quản lý",XH,nghệ thuật,0.598,D01,digital marketing,0.581,C04,marketing,0.571,C04
S08752,6.8,9.0,,,,7.75,7.5,9.0,6.2,"Sáng tạo,Quảng cáo,Quản lý",XH,digital marketing,0.661,C04,marketing,0.651,C04,quan hệ công chúng,0.636,D14
S08753,4.6,5.0,,,,3.0,5.5,3.5,1.4,"Quảng cáo,Giáo dục,Du lịch",XH,công nghệ sinh học,0.241,C04,công nghệ kỹ thuật ô tô,0.231,C04,tài chính - ngân hàng,0.231,C04
S08754,8.0,9.0,,,,6.0,7.5,9.0,6.0,"Kỹ thuật,Trò chơi điện tử,Truyền thông",XH,công nghệ thông tin,0.597,C14,digital marketing,0.577,C04,marketing,0.567,C04
S08755,5.4,6.25,,,,7.5,7.75,8.75,2.0,"Kinh doanh,Giao tiếp,Giúp đỡ người khác",XH,quản trị kinh doanh quốc tế,0.633,C20,tâm lý học,0.55,D14,quan hệ công chúng,0.54,D14
S08756,6.6,6.5,,,,7.25,6.0,8.25,3.0,"Trò chơi điện tử,Văn học,Hóa học",XH,công nghệ thông tin,0.535,C14,công nghệ sinh học,0.495,C04,hóa học,0.475,C04
S08757,6.0,8.0,,,,7.75,7.0,9.5,5.6,"Giúp đỡ người khác,Kinh doanh,Văn học",XH,quản trị nhân lực,0.615,D14,tâm lý học,0.567,C20,quản trị kinh doanh quốc tế,0.557,C20
S08758,5.4,5.0,2.5,5.5,4.0,,,,3.4,"Máy tính,Động vật,Điện tử",TN,,0.0,,,0.0,,,0.0,
S08759,7.6,7.0,7.25,5.25,6.5,,,,6.4,"Hóa học,Cơ khí,Sáng tạo",TN,công nghệ thực phẩm,0.623,A01,tự động hóa,0.533,A01,kỹ thuật phần mềm,0.533,A01
S08760,6.4,7.75,,,,7.0,9.25,9.25,4.2,"Quảng cáo,Bảo mật thông tin,Văn hóa",XH,quản trị kinh doanh quốc tế,0.58,C20,an toàn thông tin,0.562,C14,digital marketing,0.562,C04
S08761,7.2,7.0,6.25,5.5,4.75,,,,7.4,"Môi trường,Cơ khí,Khoa học",TN,kỹ thuật môi trường,0.628,D01,công nghệ sinh học,0.628,D01,quản lý tài nguyên và môi trường,0.628,D01
S08762,7.2,7.5,,,,6.0,6.5,9.25,7.6,"Quảng cáo,Ẩm thực,Luật pháp",XH,digital marketing,0.547,D01,luật kinh tế,0.545,D66,marketing,0.537,D01
S08763,4.0,4.5,,,,6.25,5.75,6.75,4.4,"Văn hóa,Giao tiếp,Thống kê",XH,quản trị kinh doanh quốc tế,0.557,C20,quan hệ quốc tế,0.522,D14,ngôn ngữ anh,0.522,D14
S08764,7.2,8.75,,,,9.0,9.5,9.25,9.0,"Quảng cáo,Du lịch,Truyền thông",XH,digital marketing,0.689,C04,quan hệ công chúng,0.687,D14,marketing,0.679,C04
S08765,6.6,6.75,,,,6.5,5.5,7.0,4.8,"Đọc sách,Giao tiếp,Chăm sóc sức khỏe",XH,quản lý bệnh viện,0.582,D01,ngôn ngữ anh,0.562,D01,logistics và quản lý chuỗi cung ứng,0.492,D01
S08766,7.2,8.25,,,,8.0,8.5,9.25,4.4,"Ẩm thực,Thiết kế,Văn học",XH,công nghệ kỹ thuật ô tô,0.549,C04,kỹ thuật xây dựng,0.518,D84,kỹ thuật điện - điện tử,0.505,D01
S08767,3.0,5.75,,,,6.0,6.5,6.75,3.0,"Ngoại ngữ,Thể thao,Giúp đỡ người khác",XH,quản trị kinh doanh quốc tế,0.483,C20,quản trị khách sạn,0.443,D15,quản trị dịch vụ du lịch và lữ hành,0.443,D15
S08768,7.0,7.0,3.25,6.75,6.75,,,,5.2,"Nghiên cứu,Khoa học,Nghệ thuật",TN,công nghệ sinh học,0.617,B03,tâm lý học,0.617,B03,thú y,0.613,B00
S08769,6.2,7.25,,,,6.75,7.0,8.5,2.6,"Giao tiếp,Trò chơi điện tử,Giúp đỡ người khác",XH,tâm lý học,0.561,D14,quản trị nhân lực,0.544,D01,công nghệ thông tin,0.543,C14
S08770,6.8,7.5,,,,5.75,7.75,8.0,4.4,"Văn hóa,Giao tiếp,Xây dựng",XH,quản trị kinh doanh quốc tế,0.64,C20,quan hệ quốc tế,0.582,D15,ngôn ngữ anh,0.582,D15
S08771,7.6,6.25,5.25,5.75,5.5,,,,3.8,"Cơ khí,Lập trình,Văn hóa",TN,tự động hóa,0.601,B00,công nghệ thông tin,0.501,B00,kỹ thuật phần mềm,0.498,A00
S08772,6.4,6.5,,,,6.25,7.25,8.0,3.6,"Văn hóa,Thể thao,Nghệ thuật",XH,thiết kế thời trang,0.63,D01,nghệ thuật,0.53,D01,quản trị kinh doanh quốc tế,0.52,C20
S08773,4.0,4.0,,,,5.25,3.75,7.25,3.0,"Giáo dục,Luật pháp,Chăm sóc sức khỏe",XH,tài chính - ngân hàng,0.25,A08,quản lý tài nguyên và môi trường,0.24,C20,quản trị kinh doanh quốc tế,0.23,C20
S08774,6.4,6.5,,,,6.5,8.0,8.25,3.2,"Lãnh đạo,Đọc sách,Ngoại ngữ",XH,ngôn ngữ anh,0.556,D15,quản trị kinh doanh quốc tế,0.533,C20,quản trị dịch vụ du lịch và lữ hành,0.519,C04
S08775,6.4,8.5,6.25,7.25,6.75,,,,5.0,"Môi trường,Y học,Truyền thông",TN,công nghệ sinh học,0.529,B03,quản lý bệnh viện,0.529,B03,digital marketing,0.522,B00
S08776,8.2,7.75,,,,7.25,7.75,8.75,6.8,"Giúp đỡ người khác,Thể thao,Kỹ thuật",XH,tâm lý học,0.563,C20,kỹ thuật xây dựng,0.557,D84,công nghệ kỹ thuật ô tô,0.546,C04
S08777,8.8,8.0,8.25,5.75,7.75,,,,8.6,"Du lịch,Lập trình,Văn học",TN,ngôn ngữ pháp,0.649,D01,tự động hóa,0.592,A01,kỹ thuật phần mềm,0.592,A01
S08778,7.0,7.0,7.5,5.75,4.75,,,,4.0,"Môi trường,Hóa học,Tự động hóa",TN,công nghệ sinh học,0.61,A00,hóa học,0.59,A00,tự động hóa,0.52,A00
S08779,6.4,8.5,,,,5.5,7.25,7.75,4.0,"Truyền thông,Đọc sách,Ẩm thực",XH,digital marketing,0.545,C04,marketing,0.535,C04,công nghệ thực phẩm,0.492,D01
S08780,8.6,6.5,6.0,8.5,5.0,,,,6.0,"Nông nghiệp,Phân tích dữ liệu,Bảo mật thông tin",TN,an toàn thông tin,0.658,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.568,A00,kỹ thuật phần mềm,0.558,A00
S08781,3.4,8.75,,,,4.25,6.5,8.25,5.8,"Văn hóa,Ẩm thực,Sáng tạo",XH,công nghệ thực phẩm,0.579,D01,thiết kế thời trang,0.561,D14,nghệ thuật,0.561,D14
S08782,7.8,7.5,7.0,6.75,7.25,,,,4.8,"Lập trình,Môi trường,Nghệ thuật",TN,tự động hóa,0.541,B00,công nghệ thông tin,0.541,B00,công nghệ sinh học,0.541,B03
S08783,6.6,8.0,,,,6.5,8.25,7.25,3.8,"Luật pháp,Truyền thông,Chính trị",XH,digital marketing,0.555,C04,marketing,0.545,C04,luật kinh tế,0.533,C20
S08784,7.2,9.25,,,,6.5,7.5,9.0,6.2,"Quản lý,Sáng tạo,Đọc sách",XH,kỹ thuật phần mềm,0.589,C14,quản lý tài nguyên và môi trường,0.583,C20,quản trị kinh doanh quốc tế,0.573,C20
S08785,7.8,6.0,8.25,8.5,6.5,,,,4.0,"Điện tử,Tự động hóa,Ẩm thực",TN,tự động hóa,0.677,A00,trí tuệ nhân tạo,0.577,A00,kỹ thuật điện - điện tử,0.567,A00
S08786,4.8,5.0,,,,7.5,5.5,6.5,4.4,"Giúp đỡ người khác,Ẩm thực,Nông nghiệp",XH,tâm lý học,0.465,D14,tài chính - ngân hàng,0.281,A08,quản lý tài nguyên và môi trường,0.267,C20
S08787,7.2,8.25,,,,10.0,9.5,8.5,8.2,"Sáng tạo,Giúp đỡ người khác,Du lịch",XH,tâm lý học,0.597,C19,quản trị khách sạn,0.593,D14,quản trị dịch vụ du lịch và lữ hành,0.593,D14
S08788,9.0,5.5,9.0,8.75,6.5,,,,6.6,"Máy tính,Phân tích dữ liệu,Thiên nhiên",TN,an toàn thông tin,0.707,A00,kỹ thuật phần mềm,0.707,A00,công nghệ thông tin,0.707,A00
S08789,6.6,8.25,,,,5.0,7.25,7.0,4.6,"Thể thao,Văn học,Tài chính",XH,tài chính - ngân hàng,0.525,C04,kế toán,0.498,A09,kiểm toán,0.479,D01
S08790,6.0,5.5,,,,4.75,7.5,6.5,2.6,"Dịch vụ khách hàng,Quản lý,Dạy học",XH,quản trị dịch vụ du lịch và lữ hành,0.593,C04,quản trị khách sạn,0.548,D15,quản lý tài nguyên và môi trường,0.5,C20
S08791,8.2,9.5,,,,8.5,8.75,9.25,9.0,"Dịch vụ khách hàng,Tài chính,Du lịch",XH,quản trị dịch vụ du lịch và lữ hành,0.71,D66,quản trị khách sạn,0.703,D15,bảo hiểm,0.676,D01
S08792,6.8,7.75,,,,5.25,6.25,8.0,4.4,"Quản lý,Lãnh đạo,Lập trình",XH,quản lý bệnh viện,0.593,D01,quản trị kinh doanh,0.583,D01,kỹ thuật phần mềm,0.551,C14
S08793,5.4,4.75,,,,5.5,6.5,7.75,3.0,"Đọc sách,Dịch vụ khách hàng,Sáng tạo",XH,quản lý tài nguyên và môi trường,0.293,C20,quản trị kinh doanh quốc tế,0.283,C20,kế toán,0.282,A09
S08794,4.8,7.25,,,,7.5,7.25,9.25,5.2,"Đọc sách,Du lịch,Giao tiếp",XH,ngôn ngữ anh,0.686,D14,quản trị khách sạn,0.606,D14,ngôn ngữ hàn quốc,0.599,D66
S08795,7.8,7.5,9.25,3.5,5.75,,,,9.2,"Giao tiếp,Hóa học,Y học",TN,dược học,0.69,A01,quản lý bệnh viện,0.667,D01,điều dưỡng,0.644,A02
S08796,6.6,9.0,7.0,7.5,5.5,,,,4.8,"Nghiên cứu,Bảo mật thông tin,Sáng tạo",TN,công nghệ thực phẩm,0.633,C08,an toàn thông tin,0.631,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.541,A00
S08797,4.4,6.75,,,,6.25,6.0,7.5,4.4,"Tài chính,Thể thao,Thiết kế",XH,thiết kế thời trang,0.542,D14,tài chính - ngân hàng,0.472,A08,kế toán,0.459,A09
S08798,5.0,8.75,,,,6.75,7.25,8.0,2.8,"Đọc sách,Văn học,Du lịch",XH,ngôn ngữ anh,0.571,D15,quản trị dịch vụ du lịch và lữ hành,0.52,C04,quản trị khách sạn,0.491,D15
