Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Môn nhân hệ số 2
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,17.0,C01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.15,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.15,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.15,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.15,D07,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.71,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.71,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.71,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.71,D07,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,A00,2024,Cơ sở Nam Định,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,A01,2024,Cơ sở Nam Định,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,C01,2024,Cơ sở Nam Định,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,D01,2024,Cơ sở Nam Định,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,23.2,A00,2024,Cơ sở Hà Nội,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,23.2,A01,2024,Cơ sở Hà Nội,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,23.2,C01,2024,Cơ sở Hà Nội,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,23.2,D01,2024,Cơ sở Hà Nội,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,33.33,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,33.33,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,33.33,D09,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,33.33,D10,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.71,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.71,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.71,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.71,D07,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,D07,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.72,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.72,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.72,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,26.72,D07,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.0,D90,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,27.0,D90,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,C15,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,D07,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,14.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,14.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,14.0,C01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,14.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,C00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,19.0,C00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,C01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.5,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,20.0,A00,2024,CT dạy và học bằng Tiếng Anh,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,20.0,A01,2024,CT dạy và học bằng Tiếng Anh,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,20.0,C01,2024,CT dạy và học bằng Tiếng Anh,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,20.0,D01,2024,CT dạy và học bằng Tiếng Anh,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.0,C04,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,B00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,B03,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,C20,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,D13,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,A00,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,A01,2024,,
quản trị kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,15.0,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,27.25,A00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,27.25,A01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,27.25,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,27.25,D07,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,A00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,A01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,D07,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,A00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,A01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,26.0,D90,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,C15,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,17.0,C00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,18.0,C00,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
quản trị nhân lực,Cao,Đại học Kinh tế TP.HCM,18.0,D14,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,36.23,A00,2024,Môn Toán hệ số 2,Toán
thống kê,Cao,Đại học Kinh tế TP.HCM,36.23,A01,2024,Môn Toán hệ số 2,Toán
thống kê,Cao,Đại học Kinh tế TP.HCM,36.23,D01,2024,Môn Toán hệ số 2,Toán
thống kê,Cao,Đại học Kinh tế TP.HCM,36.23,D07,2024,Môn Toán hệ số 2,Toán
thống kê,Cao,Đại học Kinh tế TP.HCM,26.01,A00,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,26.01,A01,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,26.01,D01,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,26.01,D07,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,24.25,A00,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,24.25,A01,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,24.25,D01,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,24.25,D90,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,17.0,C15,2024,,
thống kê,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,36.2,A00,2024,Môn Toán hệ số 2,Toán
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,36.2,A01,2024,Môn Toán hệ số 2,Toán
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,36.2,D01,2024,Môn Toán hệ số 2,Toán
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,36.2,D07,2024,Môn Toán hệ số 2,Toán
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,33.23,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,33.23,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,33.23,D09,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,33.23,D10,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.22,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.22,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.22,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.22,D07,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,25.61,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,25.61,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,25.61,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,25.61,D07,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.4,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.4,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.4,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.4,D07,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.3,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.3,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.3,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,26.3,D07,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,24.5,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,24.5,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,24.5,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,24.5,D90,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,C15,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,C04,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,B00,2024,,
toán kinh tế,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,27.3,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,27.3,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,27.3,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,27.3,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.5,A00,2024,Cơ sở Nam Định,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.5,A01,2024,Cơ sở Nam Định,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.5,C01,2024,Cơ sở Nam Định,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.5,D01,2024,Cơ sở Nam Định,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,23.2,A00,2024,Cơ sở Hà Nội,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,23.2,A01,2024,Cơ sở Hà Nội,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,23.2,C01,2024,Cơ sở Hà Nội,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,23.2,D01,2024,Cơ sở Hà Nội,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,33.62,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,33.62,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,33.62,D09,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,33.62,D10,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.17,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.17,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.17,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.17,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.2,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.2,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.2,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.2,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.41,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.41,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.41,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.41,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.6,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.6,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.6,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,25.6,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.03,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.03,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.03,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,26.03,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D03,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D96,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.0,D96,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,17.0,D03,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D07,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,14.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,14.0,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,14.0,C04,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,14.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,16.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,16.0,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,16.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,16.0,C01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,C01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,20.0,A00,2024,CT dạy và học bằng Tiếng Anh,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,20.0,A01,2024,CT dạy và học bằng Tiếng Anh,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,20.0,C01,2024,CT dạy và học bằng Tiếng Anh,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,20.0,D01,2024,CT dạy và học bằng Tiếng Anh,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,15.0,A08,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,15.0,B00,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,15.0,C08,2024,,
tài chính - ngân hàng,Cao,Đại học Kinh tế TP.HCM,15.0,D07,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,24.09,V00,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,24.09,V01,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,24.09,V02,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,23.68,V00,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,23.68,V01,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,23.68,V02,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,22.78,V00,2024,Đào tạo tại cơ sở Cần Thơ,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,22.78,V01,2024,Đào tạo tại cơ sở Cần Thơ,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,22.78,V02,2024,Đào tạo tại cơ sở Cần Thơ,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,22.15,V00,2024,Đào tạo tại cơ sở Đà Lạt,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,22.15,V01,2024,Đào tạo tại cơ sở Đà Lạt,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,22.15,V02,2024,Đào tạo tại cơ sở Đà Lạt,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,23.4,V00,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,23.4,V01,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,23.4,V02,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,30.2,V00,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,30.2,V01,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,30.2,V02,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,27.8,V00,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,27.8,V01,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,27.8,V02,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,28.78,V00,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,28.78,V01,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,28.78,V02,2024,Điểm Vẽ mỹ thuật nhân hệ số 2,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,21.0,V00,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,21.0,V01,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,21.0,V02,2024,,
kiến trúc,Cao,Đại học Kiến trúc TP.HCM,21.0,A01,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,23.91,V00,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,23.91,V01,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,23.91,V02,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.81,V00,2024,Đào tạo tại cơ sở Cần Thơ,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.81,V01,2024,Đào tạo tại cơ sở Cần Thơ,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.81,V02,2024,Đào tạo tại cơ sở Cần Thơ,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,23.48,H00,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,23.48,H02,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.0,V00,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.0,V01,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.0,V02,2024,,
thiết kế nội thất,Cao,Đại học Kiến trúc TP.HCM,21.0,A01,2024,,
luật,Cao,Đại học Luật TP.HCM,26.0,A01,2024,Đào tạo tại Hà Nội,
luật,Cao,Đại học Luật TP.HCM,26.0,D01,2024,Đào tạo tại Hà Nội,
luật,Cao,Đại học Luật TP.HCM,24.5,A01,2024,,
luật,Cao,Đại học Luật TP.HCM,25.4,D01,2024,,
luật,Cao,Đại học Luật TP.HCM,26.52,D78,2024,,
luật,Cao,Đại học Luật TP.HCM,26.5,D78,2024,,
luật,Cao,Đại học Luật TP.HCM,26.5,D82,2024,,
luật,Cao,Đại học Luật TP.HCM,26.5,A00,2024,,
luật,Cao,Đại học Luật TP.HCM,26.5,A01,2024,,
luật,Cao,Đại học Luật TP.HCM,26.5,D01,2024,,
luật,Cao,Đại học Luật TP.HCM,25.8,A00,2024,,
luật,Cao,Đại học Luật TP.HCM,25.8,A01,2024,,
luật,Cao,Đại học Luật TP.HCM,25.8,D01,2024,,
luật,Cao,Đại học Luật TP.HCM,25.8,D03,2024,,
luật,Cao,Đại học Luật TP.HCM,25.8,D78,2024,,
luật,Cao,Đại học Luật TP.HCM,25.8,D82,2024,,
luật,Cao,Đại học Luật TP.HCM,25.25,A00,2024,,
